가맹점구분번호,상권,업종,risk_score_xgb
3C918D8F6A,뚝섬,한식-찌개/전골,0.003156987
3C92DED4C1,옥수,한식-육류/고기,0.000852653
3C97811992,신금호,치킨,0.001683428
3C9CFC0B9F,마장동,축산물,0.03870585
3CAACEBFFD,마장동,백반/가정식,0.004951983
3CBCDB9525,왕십리,백반/가정식,0.00313264
3CBD6CE416,한양대,카페,0.010502076
3CD5747A9B,성수,샌드위치/토스트,0.033649717
3CFB121A76,장한평자동차,청과물,0.002268323
3D05D0CBE9,왕십리,한식-육류/고기,0.007739467
3D35397FAB,금남시장,건강식품,0.000153207
3D432C28C3,왕십리,백반/가정식,0.001047841
3D4F4809F0,뚝섬,일식당,0.4049337
3D56F4D9D7,장한평자동차,백반/가정식,0.008219585
3D65A21626,왕십리,커피전문점,0.000629116
3D7A63FFA7,신금호,양식,0.001017492
3D7F3820C1,금남시장,한식-국밥/설렁탕,0.000971273
3D85779307,답십리,한식-육류/고기,0.002303357
3D8F0EC508,한양대,한식-육류/고기,0.010286714
3D972997F9,행당,백반/가정식,0.001351339
3DB47F6D25,왕십리,카페,0.000350834
3DD6585AD5,뚝섬,한식-육류/고기,0.018034212
3DDD63B1FA,뚝섬,카페,0.004621524
3DE26BC841,성수,치킨,0.002589778
3DE56E2069,왕십리,분식,0.055214074
3DE5786D97,뚝섬,카페,0.008322749
3DEF9DCDB9,뚝섬,분식,0.00170575
3DFABAA899,마장동,축산물,0.001818835
3E09B1E315,왕십리,한식-육류/고기,0.002385341
3E2F41A5CB,한양대,한식-단품요리일반,0.0776406
3E35A71757,마장동,치킨,0.037583746
3E36C045C0,마장동,축산물,0.001150806
3E5737823F,성수,와인바,0.007914645
3E61C339E2,마장동,축산물,0.00924116
3E65F94B3C,성수,요리주점,0.03639127
3E6DB9DC69,왕십리,한식-육류/고기,0.002619435
3E82760740,왕십리,호프/맥주,0.013348188
3E96264C22,왕십리,한식-찌개/전골,0.00104272
3EA2263A90,성수,한식-육류/고기,0.002179984
3EB675E82D,성수,분식,0.01193571
3EBB8FF3EB,성수,와인바,0.021108996
3EC80135EF,성수,한식-육류/고기,0.002623502
3EDB2D7A36,왕십리,포장마차,0.00122597
3F033E596C,한양대,베이커리,0.024526218
3F14DF48F3,왕십리,일식당,0.009830083
3F320BF290,뚝섬,한식-국수/만두,0.001636266
3F3922C8C3,답십리,분식,0.000732193
3F3F64EAED,뚝섬,식료품,0.021055926
3F53A733C8,뚝섬,베이커리,0.1357762
3F6CA06921,행당,한식-단품요리일반,0.005837085
3F9407A8C2,신금호,카페,0.001377696
3F995F0EF7,행당,식료품,0.015815407
3FD4A26C54,금남시장,아이스크림/빙수,0.008129068
3FE023E09E,성수,카페,0.05945515
3FE6E9531A,왕십리,축산물,0.008916363
3FEABA501A,뚝섬,반찬,0.019769449
3FEEF8EC29,성수,카페,0.005671311
40057A0E5A,한양대,양식,0.002264517
400C105927,행당,요리주점,0.005215502
4011B78273,신금호,포장마차,0.001139151
4018B532A8,성수,카페,0.017719716
401DA3A519,성수,한식-육류/고기,0.015552741
402132957B,왕십리,분식,0.002110038
40213576B3,신금호,식료품,0.001108138
402A6EA562,뚝섬,베이커리,0.001630436
404C43C6FA,성수,양식,0.009951661
40555676A3,답십리,한식-육류/고기,0.005847155
406403403D,한양대,한식-단품요리일반,0.09510899
4067FB5604,금남시장,백반/가정식,0.000670548
4069628130,마장동,축산물,0.00236507
4074003379,성수,베이커리,0.08194545
4076B62091,답십리,치킨,0.003742374
407EA64E55,왕십리,한식-육류/고기,0.008703873
4080EC9ECB,마장동,한식-육류/고기,0.000152484
40876D8589,성수,카페,0.022921504
408A79D8E5,성수,한식-육류/고기,0.014980416
409D0DA708,마장동,식료품,6.45E-05
40A4DCBA7F,왕십리,한식-감자탕,0.012902436
40AA7DDA7E,왕십리,백반/가정식,0.09164768
40B3115ED5,마장동,축산물,0.004053212
40C78A09A2,마장동,축산물,0.00055725
40D0F833AA,금남시장,중식당,0.013988161
40F6DE923B,왕십리,치킨,0.009515472
40F82EA1A1,성수,일식당,0.03085863
40FF885FCA,성수,농산물,0.008980798
4117EDDE9C,마장동,축산물,0.035627563
4118B90D6E,답십리,백반/가정식,0.000331125
41405E4F25,옥수,백반/가정식,0.005430623
416F075512,성수,한식-육류/고기,0.00736342
4182680D90,성수,베이커리,0.04011884
41865131B6,답십리,분식,0.00323767
4187D0B073,성수,일식당,0.024717443
41A48AF8FE,왕십리,커피전문점,0.001715377
41B1FC479A,옥수,카페,0.002329584
41BCC06E83,한양대,한식-육류/고기,0.001249629
41CB64C3C9,성수,식료품,0.016343946
41CD6D7430,왕십리,한식-육류/고기,0.000998013
41D2AB65FB,왕십리,일식-샤브샤브,0.010748955
41D474F092,한양대,베이커리,0.0019699
41E88640AD,성수,한식-육류/고기,0.007049603
41FCF57F43,장한평자동차,카페,0.011342598
42028E39B5,한양대,한식-해물/생선,0.05083008
4206032C42,옥수,한식-해물/생선,0.030793548
4207B38494,행당,백반/가정식,0.007102889
4208C4C0A7,성수,식품 제조,0.040723827
420900C565,성수,식료품,0.000199019
420DCCAD41,답십리,한식-국밥/설렁탕,0.000584558
422418BBDD,행당,베이커리,0.09204912
422F127F2C,행당,치킨,0.001020277
42326C1AF5,한양대,중식당,0.034223277
42334BE576,뚝섬,양식,0.008133478
424AAC4582,뚝섬,축산물,0.01899855
424ABA9D67,뚝섬,커피전문점,0.001573738
4251F43180,성수,요리주점,0.007185667
425547857A,성수,한식-육류/고기,0.005460419
4257D2CFAA,옥수,한식-단품요리일반,0.000845547
42591F7AE9,마장동,축산물,0.004342959
4261C5A667,마장동,카페,0.029410204
426E9843AA,성수,피자,0.10758373
4281813D4D,성수,한식-육류/고기,0.01750909
428FFBD76A,뚝섬,카페,0.008616636
4.30E+13,,,0.003209908
42C1209E01,성수,한식-국수/만두,0.0643455
42F4442B86,성수,동남아/인도음식,0.005591879
43195F0299,왕십리,백반/가정식,0.00280661
431B6E7893,뚝섬,중식당,0.020761816
4321CFDE5D,행당,한식-단품요리일반,0.112603284
43343735BB,답십리,식료품,0.000827653
43376C6456,성수,꼬치구이,0.024092173
43397BFE31,왕십리,한식-육류/고기,0.008554379
433F5BCED5,답십리,식료품,0.000960427
434671439E,성수,카페,0.003826893
4349A8302A,금남시장,햄버거,0.18820994
434F31D9B6,성수,한식-육류/고기,0.005562651
438D6C2A0C,금남시장,한식-단품요리일반,0.000393829
439035A9EB,답십리,한식-단품요리일반,0.055279076
43A4217D54,뚝섬,양식,0.05923122
43B23BDD6B,성수,중식당,0.018246079
43B89D891C,뚝섬,카페,0.00859635
43B9C1697C,한양대,카페,6.89E-05
43C7FF8A46,행당,한식-해물/생선,0.000497432
43CB66F206,왕십리,청과물,0.000974394
43CE48A1CD,한양대,분식,0.017532097
43F46BD63A,왕십리,한식-육류/고기,0.005701086
44150C17AB,왕십리,한식-단품요리일반,0.017207164
442C98A349,한양대,한식-단품요리일반,0.1458677
44410D0CB8,마장동,축산물,0.08371094
44469393FD,왕십리,일반 유흥주점,0.004001838
44544F2DCE,뚝섬,백반/가정식,0.008519347
4467413444,행당,백반/가정식,0.009532737
4482179D1C,뚝섬,백반/가정식,0.003465908
448BDB28BD,마장동,한식-단품요리일반,0.000191469
44A595A22B,성수,한식뷔페,0.001511532
44A9291640,성수,커피전문점,0.009221347
44CA6EDFE3,마장동,축산물,0.036756583
44EA134147,왕십리,한식-육류/고기,0.022702767
44EEDD0526,성수,아이스크림/빙수,0.016229283
451CF53207,답십리,한식-국수/만두,0.01385906
452A2E0AD8,마장동,한식-육류/고기,0.00058214
452E7CAA14,성수,일식당,0.022835592
453BD22A9C,행당,백반/가정식,0.008543151
4546CB7E88,금남시장,요리주점,0.004517426
4554B97419,한양대,포장마차,0.000125826
45653EE08D,마장동,베이커리,0.045552038
456FAA8479,성수,한식-육류/고기,0.010072151
45748D67A8,왕십리,샌드위치/토스트,0.006732035
458600B5F4,왕십리,일식당,0.002999852
45AFE0281E,답십리,아이스크림/빙수,0.110871196
45B5488EF8,성수,요리주점,0.037815433
45B86F632F,왕십리,베이커리,0.004352217
45CCE83EBB,성수,중식당,0.011702751
45D355879A,답십리,일식당,0.002544615
45E1109CF3,성수,한식-해물/생선,0.008891347
45E84CAA54,신금호,한식-단품요리일반,0.027328536
45F19425EF,성수,카페,0.053209316
45FEE5DBC4,신금호,카페,0.07683586
460FC7898C,뚝섬,햄버거,0.001129082
462A0062E2,왕십리,중식당,0.0665381
4636AC6E2B,마장동,축산물,0.05093583
46401389CA,뚝섬,카페,0.012645116
46409ECD04,뚝섬,와인바,0.026750995
468982150B,뚝섬,백반/가정식,0.011572841
46AC67DA98,금남시장,요리주점,0.007248559
46AEC08B5A,뚝섬,분식,0.013447839
46B7CF90B2,금남시장,한식-단품요리일반,0.027384074
46B8E61C45,옥수,식품 제조,0.003315287
46D50AE96B,장한평자동차,백반/가정식,0.007767438
46E766EB0A,왕십리,양식,0.000286981
46EE1185BE,한양대,백반/가정식,0.019858012
46F56D0D63,왕십리,커피전문점,0.003714938
46F5D36BCA,성수,한식-국밥/설렁탕,0.000471907
471640408B,마장동,한식-육류/고기,0.005008022
47170099B7,성수,반찬,0.003908984
474B033710,뚝섬,커피전문점,0.000131483
475ED601EB,왕십리,커피전문점,0.001464393
47654FAE2A,뚝섬,식품 제조,0.021239733
4774C089CA,뚝섬,백반/가정식,0.005172769
479160DAA8,마장동,한식-육류/고기,0.002954861
4795D97F2B,뚝섬,인삼제품,7.97E-05
47AACE684D,뚝섬,중식당,0.03440764
47B04D5AF9,성수,양식,0.010189928
47C597A064,옥수,주류,0.04811256
47C8C40086,답십리,양식,0.28375593
47C9895708,신금호,샌드위치/토스트,0.030602012
47DF527035,답십리,한식-단품요리일반,0.000134771
47ED27ED3A,마장동,한식-육류/고기,0.007576065
4828F279E2,왕십리,분식,0.000842461
485B0A3591,왕십리,한식-육류/고기,0.003537908
48731DE9B9,한양대,치킨,0.12963615
487926887C,뚝섬,양식,0.07047455
4888E1AE6C,뚝섬,요리주점,0.006467447
48A2E5A7D3,마장동,축산물,0.000248503
48A320941A,왕십리,한식-육류/고기,0.003049225
48A60B81B9,왕십리,일식-덮밥/돈가스,0.003760532
48B6DB988C,성수,백반/가정식,0.008273883
48BCC595D9,마장동,축산물,0.001035314
48C1483437,뚝섬,카페,0.008623078
48D0F061EB,성수,카페,0.005610595
48DBF4F872,성수,요리주점,0.03254691
48E55F5235,왕십리,피자,0.012125326
48F3AA695A,성수,한식-육류/고기,0.015316649
4912143622,장한평자동차,한식-육류/고기,0.001356809
491274748A,성수,한식-단품요리일반,0.026276466
4916AD88E4,뚝섬,동남아/인도음식,0.015843375
492180DBE3,왕십리,일식당,0.012013541
494DCC4C5F,성수,피자,0.012356044
4972FC2750,한양대,요리주점,0.006885228
498B5C1AB7,한양대,일식-덮밥/돈가스,0.000156613
4996910EA9,뚝섬,백반/가정식,0.016277384
499F119A8A,성수,커피전문점,0.006339042
499F3ECFD7,금남시장,한식-단품요리일반,0.002214612
49B504B02C,왕십리,분식,0.000586228
49C5A0B4DF,답십리,한식-육류/고기,0.000785955
49D7D6044C,성수,일식-우동/소바/라면,0.010049499
49DD179441,성수,한식-육류/고기,0.004555878
49E147A359,왕십리,떡/한과 제조,0.003649971
49F556B92E,왕십리,한식-단품요리일반,0.10735604
4A01501171,뚝섬,커피전문점,0.003854747
4A2D564D9B,마장동,룸살롱/단란주점,0.002711208
4A347AF852,뚝섬,베이커리,0.080878764
4A3538DDC3,행당,커피전문점,0.009244829
4A42915A44,뚝섬,커피전문점,0.001445661
4A46FE0E71,금남시장,양식,0.000638283
4A98122A06,뚝섬,요리주점,0.06770118
4AB5E20EE4,성수,카페,0.07652111
4ACBCC7739,성수,한식-단품요리일반,0.001162664
4AD953D850,왕십리,커피전문점,0.002758855
4B05972847,성수,양식,0.022091981
4B06EC5432,왕십리,농산물,0.000628
4B2AF6047C,금남시장,한식-육류/고기,0.000730762
4B32EF06FA,왕십리,백반/가정식,0.035293967
4B3D70F3C7,답십리,떡/한과 제조,0.024865003
4B5922FA5E,한양대,백반/가정식,0.021697065
4B5CD08E49,왕십리,치킨,0.008557914
4BA019BAEF,행당,식료품,0.014345799
4BA62EBC13,왕십리,카페,0.019923806
4BB1D5083E,답십리,청과물,0.035306085
4BBF641656,성수,카페,0.016931573
4BC0ED1667,한양대,일식당,0.003689067
4BC6588772,성수,일식당,0.015872786
4BCCEFE9EE,금남시장,중식-훠궈/마라탕,0.007520366
4BF0C08F5F,금남시장,카페,0.003217322
4BF4E76EB1,옥수,축산물,0.015909787
4BF6B1EEF7,왕십리,호프/맥주,0.006202203
4C021A3A21,왕십리,한식-해물/생선,0.041512437
4C102E76F9,성수,한식-단품요리일반,0.048608445
4C4C19D23F,마장동,축산물,0.000215708
4C54436E59,답십리,한식-단품요리일반,0.013410748
4C60EE6CA4,성수,카페,0.040657274
4C8487EFAE,성수,카페,0.00888576
4C89EB1228,옥수,치킨,0.001118384
4C8A0648B0,뚝섬,기타세계요리,0.004730111
4C9BC35AD4,뚝섬,샌드위치/토스트,0.008098823
4C9FAA2C92,뚝섬,한식-단품요리일반,0.006692315
4CAFD6C3F4,왕십리,한식-육류/고기,0.000683363
4CC519E81E,행당,백반/가정식,0.014837112
4CD0E0A0DC,행당,아이스크림/빙수,0.001785689
4CE2C74657,금남시장,일식당,0.004881941
4CE4BD3DBE,성수,중식당,0.014849524
4CE99C7D02,마장동,치킨,0.028523736
4CE9DA1D26,왕십리,카페,0.012589417
4CFC31C924,성수,와인샵,0.003039343
4D039EA8B7,마장동,축산물,0.000756219
4D45E10163,마장동,축산물,0.000169739
4D57A4C1A5,왕십리,축산물,0.006634639
4D639B5299,성수,양식,0.029057866
4D712FD5CB,행당,한식-단품요리일반,0.032528922
4D789D747A,금남시장,한식-육류/고기,0.023794236
4D78A9732C,금남시장,축산물,0.028019914
4D95F03916,왕십리,한식-육류/고기,0.00466375
4DAE33EA04,왕십리,건강식품,0.000124018
4DC1192CB7,마장동,축산물,0.000855625
4DD8AC6665,왕십리,백반/가정식,0.011569819
4DE273254C,마장동,축산물,0.001345921
4DEDE7CD03,신금호,한식-육류/고기,0.024527969
4E0A2F790E,답십리,한식-육류/고기,0.000395949
4E34EC1776,답십리,떡/한과 제조,0.10496352
4E390D279A,왕십리,베이커리,0.001393119
4E44FC37D5,왕십리,한식-육류/고기,0.00306846
4E4F418B9C,성수,일식당,0.0150998
4E4FF6A584,한양대,한식-국밥/설렁탕,0.7635803
4E530BFB48,왕십리,호프/맥주,0.007389837
4E56424369,왕십리,호프/맥주,0.001191379
4E5DEDBDDC,왕십리,커피전문점,0.002644138
4E6576A551,성수,일식당,0.0421354
4E8BDFA3D8,왕십리,도시락,0.017903531
4E9408836B,금남시장,식품 제조,0.045960445
4E94D459E2,금남시장,한식-국수/만두,0.000403068
4EBEB61964,옥수,일식당,0.004276336
4ECBDBFE0C,뚝섬,일식-샤브샤브,0.002635944
4ED49525EB,왕십리,한식-육류/고기,0.019795552
4EE6193540,왕십리,커피전문점,0.000799725
4EE6AA4F0F,금남시장,한식-육류/고기,0.031037198
4EE6D5E718,왕십리,중식당,0.011020646
4EEF5997AF,성수,한식-찌개/전골,0.007115908
4EF5BD22BD,한양대,양식,0.022397347
4EFDFC6E78,신금호,백반/가정식,0.000427339
4F0DB34622,왕십리,분식,0.001386212
4F2296203F,마장동,축산물,0.044427212
4F294B4053,왕십리,치킨,0.001932431
4F374EBA09,뚝섬,카페,0.001370759
4F4288168A,성수,커피전문점,0.00728236
4F4CDEDF32,신금호,건강원,0.003571044
4F6533C9B9,왕십리,분식,0.002853488
4F6748BD4E,뚝섬,한식-해물/생선,0.01463113
4F6821E9D7,뚝섬,일식당,0.011850563
4F68679BB6,한양대,커피전문점,0.000889455
4F7FF335EF,한양대,치킨,0.04932795
4F91DC078E,뚝섬,커피전문점,0.004508667
4F98A3CB2D,왕십리,한식-육류/고기,0.006159454
4F98FE8D27,마장동,한식-단품요리일반,0.29251978
4F9BAC95BF,성수,한식-해물/생선,0.01730379
4FAC32FBDC,성수,백반/가정식,0.008004225
4FAFEFC9D2,금남시장,요리주점,0.012680533
4FD2CD656B,왕십리,베이커리,0.027512157
4FD8DEB849,왕십리,식료품,0.004329598
4FD8F44568,금남시장,한식-해물/생선,0.023581577
4FECCA34D6,행당,중식당,0.001557487
4FF1B07188,왕십리,백반/가정식,0.002170219
4FF5BC13EF,마장동,백반/가정식,0.00012449
4FF64DE415,신금호,한식-육류/고기,0.9281349
4FFDE025F1,행당,건강식품,0.008379875
500A36AF3C,신금호,한식-육류/고기,0.004976581
5017C6924A,마장동,피자,0.000172193
5019B0EA07,성수,백반/가정식,0.017762678
501AEDAE3D,금남시장,분식,0.000472446
502658D9C9,금남시장,카페,0.020465782
502C539374,금남시장,카페,7.45E-05
50431C729D,마장동,한식-해물/생선,0.004947082
505C1CCC24,성수,일식당,0.005270921
5.08E+73,,,0.003209908
50832A2B37,한양대,한식-찌개/전골,0.04966811
5088093AFC,왕십리,한식-단품요리일반,0.005934874
508830F630,답십리,축산물,0.006179745
5095698AC0,뚝섬,양식,0.008501185
5099D60AF1,성수,한식-국밥/설렁탕,0.031753793
50A2E31DF5,성수,카페,0.004288856
50A34DE644,뚝섬,커피전문점,0.031996224
50BB2EA330,한양대,커피전문점,0.004919375
50BD14C2F8,성수,백반/가정식,0.007039476
50BD9E37F2,왕십리,베이커리,0.002850167
50CA101871,왕십리,마카롱,0.06323066
50CCBE90E1,성수,치킨,0.007166363
50D6E3DB76,왕십리,일식당,0.017718365
50E5564482,답십리,백반/가정식,0.000999969
50FB1F6C45,금남시장,농산물,0.000705439
50FC72558D,왕십리,카페,0.002475629
5.10E+09,,,0.003209908
510366DAA4,뚝섬,백반/가정식,0.003218524
5106B234F1,한양대,백반/가정식,0.00707994
51114863DE,마장동,축산물,0.001461259
5113D031FD,성수,커피전문점,0.5575355
5126178CAE,마장동,떡/한과,0.002854013
513A8B50FC,마장동,축산물,0.020713152
51469424CB,한양대,차,0.001241112
51546F4B94,성수,한식-육류/고기,0.012128411
5159C627D2,왕십리,분식,0.002096232
515A6733F3,답십리,축산물,0.014249139
5183626392,한양대,한식-찌개/전골,0.000595182
519381C21B,성수,양식,0.003478611
5.19E+07,,,0.003209908
5196197266,한양대,한식-육류/고기,0.101099
519942A2F8,마장동,축산물,0.017047642
51AD83F917,성수,한식-해물/생선,0.003544578
51BEB72D68,성수,백반/가정식,0.003460553
51CD26A022,한양대,한식-육류/고기,0.01499422
51D51815C2,금남시장,백반/가정식,0.004695568
51DB10788F,한양대,햄버거,0.006986588
51E712A1A7,마장동,한식-육류/고기,0.001088319
520511D96C,한양대,한식-육류/고기,0.000974045
5217838A3C,성수,포장마차,0.006340598
521E3795E3,금남시장,백반/가정식,0.003860243
5257313CF4,성수,떡/한과,0.006410324
525D3B1AD2,마장동,축산물,0.015218635
5266257AE8,옥수,분식,2.87E-05
52BE681A0A,한양대,일식-우동/소바/라면,0.005702554
52E7464F5E,금남시장,호프/맥주,0.007302031
52F11D88C1,성수,한식-해물/생선,0.002474683
52F80BA32C,한양대,베이커리,0.15749037
52FFF088FE,성수,한식-해물/생선,0.00536981
5322300A3B,왕십리,한식-국밥/설렁탕,0.022903826
534FC7A474,마장동,호프/맥주,0.010121149
535999101E,한양대,커피전문점,0.050671898
53679A769E,성수,양식,0.006553834
536CC51122,성수,중식당,0.003358386
537AB5F50E,성수,양식,0.010676957
537EED164B,왕십리,백반/가정식,0.002782904
5386608DEC,장한평자동차,백반/가정식,0.001710057
53893756B9,성수,백반/가정식,0.004893587
5393B95278,성수,한식-단품요리일반,0.057503887
53987F6D47,왕십리,한식-육류/고기,0.004379165
53A8784B97,한양대,커피전문점,0.000856395
53CA4BAE0A,한양대,일식-덮밥/돈가스,0.001450138
53E08ECF72,성수,백반/가정식,0.002473376
53F2CA13C6,성수,이자카야,0.003971594
53F5775D15,금남시장,한식-해물/생선,0.06934475
54048E2190,성수,일식당,0.06735254
5417C5A2AE,마장동,축산물,0.000566602
5424DBE00D,성수,농산물,0.002139263
543C4A9834,성수,백반/가정식,0.000417909
543E9DF72E,금남시장,백반/가정식,0.000217683
544E8A51CC,성수,분식,0.005333994
54529B6426,뚝섬,치킨,0.007463247
54537D2AD9,성수,베이커리,0.00189211
545BE56226,뚝섬,일식-덮밥/돈가스,0.005240917
5468EE06CF,금남시장,중식당,0.003251907
549B0B52D3,한양대,청과물,0.000279948
54A86F9105,뚝섬,일식당,0.010424156
54BC20B0A0,성수,양식,0.030722223
54DB8CEB48,한양대,베이커리,0.024728289
54EA8467D3,성수,축산물,0.007939012
5507C4D8DB,마장동,축산물,0.000395005
5509AAD8EE,왕십리,농산물,0.002513503
5529CDFCDF,성수,민속주점,0.000454586
553B878E02,뚝섬,베이커리,0.1248793
554B8B39CF,답십리,농산물,0.007975226
557870DAE7,성수,백반/가정식,0.011855328
557D0AECD2,왕십리,분식,0.063456625
5595AE45A8,성수,커피전문점,0.017459016
559A0E2C40,왕십리,한식-육류/고기,0.007786086
55B4F11C0E,행당,분식,0.002927097
55B960CBD0,한양대,한식-육류/고기,0.03541226
55CE7C8582,행당,축산물,0.004769255
55D6CC671E,뚝섬,백반/가정식,0.005840099
55F3EC2326,신금호,양식,0.008230915
56072E2ED8,한양대,한식-육류/고기,0.25322914
560D700A0A,왕십리,일식당,0.030892638
561E2A96EF,성수,피자,0.013695119
562E873FFE,성수,호프/맥주,0.001394671
5.64E+12,,,0.003209908
5653B531F7,성수,카페,0.002628724
565439335B,금남시장,치킨,0.04090291
5654DA6B2C,뚝섬,샌드위치/토스트,0.003966121
56571ACABD,뚝섬,농산물,0.25329435
56637B5CFF,행당,한식-육류/고기,0.000211861
566804A508,성수,백반/가정식,0.008267441
56AB36BDAF,성수,카페,0.018070657
56B02A07FC,한양대,한식-육류/고기,0.001552335
56BE624635,성수,한식-단품요리일반,0.040725876
56CCDF6E4B,성수,카페,0.006667829
56CE6776C6,왕십리,구내식당/푸드코트,0.001031627
56D6494E4A,장한평자동차,피자,0.7172693
56DDDE972B,답십리,농산물,0.011504787
56E1D6E430,금남시장,한식-육류/고기,0.007205888
56E8BA3007,왕십리,호프/맥주,0.001675
56EE904EE0,왕십리,백반/가정식,0.00269224
56F352C52C,왕십리,베이커리,0.007972465
5712EA8578,뚝섬,일반 유흥주점,0.014006181
571F96C27E,왕십리,분식,0.013005394
5725D7EE5E,성수,한식-단품요리일반,0.02751154
572B665575,행당,커피전문점,0.009702743
5746FB77CC,왕십리,치킨,0.004146116
5755CB685C,장한평자동차,양식,0.000276743
5779AEFA66,신금호,분식,0.00025663
577F82A787,마장동,축산물,0.001480461
5793537AB2,성수,중식당,0.006554924
57A742D22B,뚝섬,백반/가정식,0.015867379
57AEEDF72B,마장동,베이커리,0.001147493
57B4E2F996,왕십리,한식-육류/고기,0.22756717
57C7DFB21A,뚝섬,동남아/인도음식,0.001698718
57D0C5916A,뚝섬,양식,0.03373079
57D8D0DAEE,한양대,반찬,0.009396038
57DEE6D415,성수,카페,0.00341909
57E5E99129,성수,농산물,0.005151064
57ECFF0227,성수,동남아/인도음식,0.007018827
57F39CB90C,왕십리,한식-감자탕,0.000156262
5811A8E05B,장한평자동차,한식-단품요리일반,0.000797015
58168DBBE0,답십리,일식-우동/소바/라면,0.000306029
582577A831,한양대,요리주점,0.000794875
5828134AC4,금남시장,베이커리,0.000908603
582A075088,왕십리,축산물,0.011455856
5840B960CE,답십리,치킨,0.5953735
5864A763E4,성수,한식-단품요리일반,0.01289026
5866051D91,성수,중식당,0.010567755
5890F473D8,왕십리,백반/가정식,0.005817166
58A30B4F4D,왕십리,치킨,0.005497256
58ABFB3565,마장동,분식,0.094877176
58B096EF00,한양대,축산물,0.002069504
58B1DEEE5D,답십리,카페,0.12026535
58B8C943BF,옥수,아이스크림/빙수,2.62E-05
58BB43C891,뚝섬,식료품,0.003460964
58C2DD4547,옥수,카페,0.001030761
58D324F8BD,뚝섬,카페,0.005844273
58FE1BFE3D,성수,햄버거,0.015547675
590A329DB9,뚝섬,한식-단품요리일반,0.05191539
591CBB3B43,성수,카페,0.005955514
591FFE0261,뚝섬,한식-단품요리일반,0.040900003
593875841D,한양대,한식-단품요리일반,0.20772608
5946F40892,금남시장,치킨,0.001273094
5960275B4D,왕십리,이자카야,0.013822846
596D95834C,금남시장,분식,0.002092213
5970C28B1D,금남시장,마카롱,0.008972916
5974B075AD,성수,카페,0.016073762
598ACA428F,마장동,축산물,0.000206897
598E46F283,답십리,커피전문점,0.021269111
5998DB8346,성수,떡/한과 제조,0.006951941
59AA2F0CFE,뚝섬,한식-찌개/전골,0.005375591
59C69D9CD8,마장동,축산물,0.000999059
5A0D48A713,왕십리,카페,0.005111081
5A13DDE2D6,성수,한식-국수/만두,0.021118976
5A4AFCC360,한양대,백반/가정식,0.015526335
5A4B697AE7,금남시장,한식-해물/생선,0.018761057
5A51AD1FF1,왕십리,커피전문점,0.002308158
5A5B5CC478,뚝섬,카페,0.03892196
5A5EBCB3A8,왕십리,일반 유흥주점,0.00561517
5A9FD5F5CD,뚝섬,분식,0.057413038
5AA50A5A64,성수,일식당,0.005974527
5AD0940FDD,금남시장,카페,0.007254865
5AE55ECD0E,한양대,아이스크림/빙수,0.00543894
5AE70815C9,왕십리,식료품,0.001091096
5AEEA3B4EF,마장동,식료품,0.001066723
5AF3D76D12,성수,한식-단품요리일반,0.011182201
5AF671B1BF,성수,한식-국수/만두,0.2782784
5AFF1D97F2,한양대,한식-단품요리일반,0.17557266
5B0E07A8BA,성수,카페,0.057966944
5B110F468D,뚝섬,커피전문점,0.000465104
5B1438B461,한양대,한식-국수/만두,0.012600098
5B15CE4AD1,왕십리,한식-육류/고기,0.059953257
5B1F2A7BA9,왕십리,커피전문점,0.004031398
5B2E4E2454,마장동,축산물,0.0291861
5B33B06965,왕십리,농산물,0.002951449
5B3DE5F17F,행당,한식-육류/고기,0.006254267
5B4244B007,왕십리,분식,0.02074376
5B4D253AB9,성수,양식,0.16191737
5B537AFFD8,마장동,축산물,0.08371094
5B5AE038F6,왕십리,커피전문점,0.004087328
5B646D947B,행당,식료품,0.000332164
5B86E12858,성수,백반/가정식,0.000533319
5B875E9A9E,뚝섬,한식-육류/고기,0.064396605
5BAB073DB1,왕십리,백반/가정식,0.003020213
5BB092A34C,뚝섬,베이커리,0.010077616
5BB5DF8D62,행당,카페,0.000529955
5BC9440DAF,뚝섬,카페,0.002335155
5BE0890F4A,성수,카페,0.06360153
5BE883AA16,옥수,축산물,0.003620366
5BF5A99836,성수,분식,0.005086413
5BFB461F3A,성수,커피전문점,0.011775956
5C14F5FBA3,성수,피자,0.023639658
5C18E06E09,행당,식료품,0.026435703
5C2ABD2879,성수,한식-육류/고기,0.00132402
5C312171F4,옥수,양식,0.000963055
5C3A9D7C5A,뚝섬,한식-육류/고기,0.00483137
5C527FA137,왕십리,치킨,0.006197244
5C57D59C97,행당,한식-육류/고기,0.00303917
5C58B2EF46,마장동,식료품,0.024178984
5C599A6F56,왕십리,한식-육류/고기,0.030372871
5C5F3498B3,뚝섬,동남아/인도음식,0.002461586
5C6A6CA90A,성수,한식-육류/고기,0.015736844
5C86E37148,한양대,한식-단품요리일반,0.00087095
5CAFB11F16,왕십리,일반 유흥주점,0.006620396
5D0C1CAA5E,왕십리,분식,0.02419717
5D164CCB8F,성수,일식당,0.028955013
5D173C6BD3,왕십리,청과물,0.001920947
5D4A7C44B2,왕십리,백반/가정식,2.93E-05
5D4EDA13E3,성수,한식-육류/고기,0.055084623
5D5111FAC3,왕십리,한식-육류/고기,0.16353494
5D68AB9C70,뚝섬,한식-육류/고기,0.001754698
