가맹점구분번호,가맹점명,가맹점주소,가맹점지역,브랜드구분코드,업종,상권,개설일,폐업일,comp_intensity,market_churn_rate_4w,same_industry_sales_ratio,customer_fit_score,avg_survival_months,Δsales_4w,sales_volatility_4w,risk_score_xgb,pc1_x,pc2_y,cluster_id,n_clusters
47ED27ED3A,손건************,서울 성동구 살곶이길 18.,서울 성동구,,한식-육류/고기,마장동,20200716,,0.0535441171,-0.0284810127,0.749478079,23.04197892,659.7585443,-0.0284499642,0.0122252873,0.007576065,-0.3580421269305939,0.3129908171768252,Cluster 1,358.0
DE7F19C8F6,청계****,서울 성동구 살곶이길 18.,서울 성동구,,한식-육류/고기,마장동,20231117,,0.0176172141,-0.0139275766,1.970496894,39.30513335,669.6417827,-0.104116373,0.0621861056,0.0070736245,1.0010196050633433,3.7739258127924153,Cluster 1,358.0
F3B534E564,권영******,서울 성동구 살곶이길 18.,서울 성동구,,한식-단품요리일반,마장동,20060306,,-0.780908307,-0.018404908,1.058823529,22.91281146,666.601227,-0.00760627211,0.0621700871,0.15572192,0.4333621584943483,0.6751511336163782,Cluster 1,242.0
243EFCA58C,경기*,서울 성동구 살곶이길 40.,서울 성동구,,한식-육류/고기,마장동,20060306,,0.0458059665,-0.0181818182,0.374142997,10.91148177,666.7527273,-0.0231057798,0.0578019932,0.0011911273,0.1573757522860718,-1.3021790568693112,Cluster 1,358.0
74F5A7BE5E,빠삐*,서울 성동구 살곶이길 50.,서울 성동구,,베이커리,마장동,20150917,,-0.673837487,-0.0174927114,0.930521092,20.63111221,667.2206997,0.0209054201,0.0471626673,0.001558375,0.6792841928755514,-2.062584000264448,Cluster 3,62.0
61A3133822,낫띵***,서울 성동구 상원12길 19.,서울 성동구,,카페,뚝섬,20200615,,1.273445044,-0.0288713911,1.32183908,25.29265749,659.4934383,0.0412211385,0.0258745719,0.0038963102,0.0003585477235369,0.833863690915893,Cluster 2,303.0
F64BE13740,성수*******************,서울 성동구 상원12길 30.,서울 성동구,,한식-찌개/전골,뚝섬,20070829,,0.564164815,-0.0270935961,0.89516129,15.52787445,660.7007389,-0.018860012,0.0145175637,0.013526854,0.022412878032478,-0.1591023405783783,Cluster 1,38.0
90825ECD46,짚랩***,서울 성동구 상원1길 25 .,서울 성동구,,식료품,뚝섬,20240502,,-0.259507403,-0.0222222222,0.667170953,19.12457261,664.0088889,0.0236383124,0.0229905055,0.07210831,-0.0836418611090819,-1.4316728733594415,Cluster 1,122.0
E4A9ECB7B9,커피******,서울 성동구 상원6나길 6.,서울 성동구,카페11,카페,뚝섬,20140310,,1.458139671,-0.0186915888,1.015827338,10.63973714,666.4065421,0.000701897213,0.0296065137,0.0012437725,1.3350616810414189,-0.6809048268125601,Cluster 2,303.0
FD13D7996E,상원**,서울 성동구 상원길 47-1.,서울 성동구,,청과물,뚝섬,20160811,,-0.19205532,-0.0256410256,1.052631579,33.26674433,661.6871795,0.0070418238,0.00622245098,0.02873776,-0.5879168891758958,-0.0243176462387952,Cluster 1,22.0
DBD3191157,짬뽕******,서울 성동구 서울숲6길 21,서울 성동구,,중식당,뚝섬,20140415,,0.333374493,-0.0224489796,0.745901639,15.14050659,663.854898,-0.00456306956,0.0166249506,0.0206732,0.9536966582881228,-0.1268135324626407,Cluster 1,85.0
348CC434D7,뚝섬****,서울 성동구 성덕정15길 2,서울 성동구,,농산물,성수,20070705,,0.884953522,-0.0270541082,1.271375465,59.90116078,660.7275551,0.0121771783,0.00833883986,0.008726154,-0.6449263783670527,0.4127157205419393,Cluster 2,25.0
66BFBD2ADE,강남***,서울 성동구 성덕정15길 5,서울 성동구,,한식-단품요리일반,성수,20090128,,2.400786024,-0.0292275574,1.067178503,13.78457585,659.2515658,-0.00633619599,0.0194550051,0.0731887,-0.0615986527132613,-0.6192090752867575,Cluster 1,242.0
D6267FEEEA,숙영**,서울 성동구 성덕정15길 5,서울 성동구,,한식-단품요리일반,성수,20110411,,2.430701817,-0.0321469575,1.647982063,36.62973925,657.2690011,0.0038030748,0.0100252535,0.06952649,0.1656045759332477,1.2899426414547903,Cluster 1,242.0
B9BF272ED9,삼미*****,서울 성동구 성덕정15길 7,서울 성동구,,한식-국수/만두,성수,20130225,,2.387695912,-0.0267857143,1.291005291,13.94919584,660.9098214,0.0148386313,0.0130270005,0.01608338,-0.3589241547656845,0.7525009495468183,Cluster 3,25.0
D2CDCFE2D4,뚝도***,서울 성동구 성덕정17길 6,서울 성동구,,한식-단품요리일반,성수,20080220,,2.442463735,-0.029375765,0.841420118,40.84075533,659.150918,0.00854920885,0.0110666925,0.026900843,0.2063588728598891,-0.0389874107736084,Cluster 1,242.0
BEFFE2D107,홍보*,서울 성동구 성덕정7길 13,서울 성동구,,중식당,성수,20030307,,2.797400025,-0.0321469575,0.771300448,15.49847334,657.2690011,0.0038030748,0.0100252535,0.12418854,-0.5702514942950425,2.014626463806012,Cluster 1,85.0
641DC575A8,미리*,서울 성동구 성덕정9길 4.,서울 성동구,,백반/가정식,성수,20121123,,2.47614192,-0.0261121857,0.833602585,35.68413288,661.3672147,-0.00670952194,0.0158213345,0.009775219,0.6237777067403776,0.4003851495628907,Cluster 1,292.0
04F03995B9,순심**,서울 성동구 성덕정길 111,서울 성동구,,한식-육류/고기,성수,20131017,,1.542843936,-0.0325945241,1.442827443,10.41626822,656.9650587,-0.000356881052,0.020954284,0.08030351,-0.6379258114446226,0.4187886151750829,Cluster 1,358.0
D44E72CCFC,시골**,서울 성동구 성덕정길 129,서울 성동구,,한식-육류/고기,성수,20080324,,1.624171552,-0.029375765,1.873695198,33.25672275,659.150918,0.00854920885,0.0110666925,0.015098836,0.3530815686045743,2.525420626837045,Cluster 1,358.0
8BF6153353,불*,서울 성동구 성덕정길 132,서울 성동구,,백반/가정식,성수,20090918,,2.453041053,-0.0267857143,1.345541401,71.29199955,660.9098214,0.0148386313,0.0130270005,0.0009081457,0.7523950818142575,2.987794771351861,Cluster 1,292.0
D2DAE82D97,카네*,서울 성동구 성덕정길 140,서울 성동구,,호프/맥주,성수,20110523,,0.931161539,-0.0300429185,1.146953405,57.21568771,658.6978541,-0.0419632166,0.0282354278,0.00770196,0.1113374086155324,1.3023137334439407,Cluster 2,65.0
22EA4127C0,유*,서울 성동구 성덕정길 142,서울 성동구,,요리주점,성수,20110201,,2.399362124,-0.0264187867,1.859504132,71.3426472,661.159002,-0.0284195461,0.0133246974,0.006659982,1.1652444868694922,3.5734472290009083,Cluster 1,71.0
A08E13694C,무등*,서울 성동구 성덕정길 150,서울 성동구,,백반/가정식,성수,20151218,,2.453041053,-0.0267857143,1.345541401,51.80772635,660.9098214,0.0148386313,0.0130270005,0.0028524501,0.6522352596474873,2.126832544589369,Cluster 1,292.0
2CA32048EF,오복**,서울 성동구 성덕정길 32.,서울 성동구,,떡/한과 제조,성수,20070823,,-0.507092553,-0.029375765,0.795180723,17.76902347,659.150918,0.00854920885,0.0110666925,0.0069782995,-0.8267256721642618,-0.4536303510443337,Cluster 1,17.0
2540E29770,홍도**,서울 성동구 성덕정길 34.,서울 성동구,,백반/가정식,성수,20150213,,2.473359056,-0.0270541082,1.357374392,32.05373315,660.7275551,0.0121771783,0.00833883986,0.0014748499,0.6111461035579813,1.3694325079896013,Cluster 1,292.0
62968F5FF3,두근****,서울 성동구 성덕정길 40.,서울 성동구,,축산물,성수,20140625,,-0.317475514,-0.0318181818,0.697802198,16.29845523,657.4922727,-0.00172991071,0.0102893744,0.031780954,-3.4986943124675327,-0.1727705231422285,Cluster 1,131.0
A2E3C22A56,성연******,서울 성동구 성덕정길 53.,서울 성동구,,한식-국밥/설렁탕,성수,20111219,,2.756949705,-0.0261121857,1.085889571,26.54902308,661.3672147,-0.00670952194,0.0158213345,0.0031748747,0.5511981951385566,0.8494853951741685,Cluster 1,53.0
3DE26BC841,BH*****,서울 성동구 성덕정길 56.,서울 성동구,치킨3,치킨,성수,20150605,,1.43055969,-0.0318181818,1.155339806,7.457585618,657.4922727,-0.00172991071,0.0102893744,0.0025897783,0.1013798800881275,-0.5209528293617852,Cluster 1,113.0
F305B5BE93,비비***,서울 성동구 성덕정길 59.,서울 성동구,치킨2,치킨,성수,20140609,,1.217446042,-0.0292275574,1.13174946,13.5007904,659.2515658,-0.00633619599,0.0194550051,0.0042700586,0.0453375046294805,-0.1208826530650705,Cluster 1,113.0
E03321589B,앙심*****,서울 성동구 성덕정길 74.,서울 성동구,,한식-육류/고기,성수,20150527,,1.52827325,-0.0296924708,1.072,26.83091107,658.9358431,0.011319638,0.0184638336,0.0033143074,-0.0839502369399556,0.8831220406198668,Cluster 1,358.0
6F0D9A7C86,압구**********,서울 성동구 성덕정길 77.,서울 성동구,,샌드위치/토스트,성수,20240725,,2.327373341,-0.0267857143,1.147826087,18.6768687,660.9098214,0.0148386313,0.0130270005,0.0037953227,1.1373068467767935,-0.9779080804384592,Cluster 2,27.0
94128748C0,행닭*****,서울 성동구 성덕정길 95.,서울 성동구,,치킨,성수,20130821,,1.417270444,-0.029375765,1.186351706,18.08817444,659.150918,0.00854920885,0.0110666925,0.0074723926,0.2164932259750135,0.4545743990538155,Cluster 1,113.0
5998DB8346,십오***,서울 성동구 성덕정길 95.,서울 성동구,,떡/한과 제조,성수,20101213,,-0.641688948,-0.0261121857,1.306818182,40.49571031,661.3672147,-0.00670952194,0.0158213345,0.006951941,-0.2253572348755206,1.852214660208796,Cluster 2,6.0
08A6BC229A,또치*******,서울 성동구 성덕정길 99.,서울 성동구,,한식-육류/고기,성수,20020416,,1.495979315,-0.0304347826,0.686725664,20.7092083,658.4317391,0.0186370456,0.0270532022,0.016234271,-0.4916338534291657,-0.1296544779272409,Cluster 1,358.0
319DABE70F,풍년**,서울 성동구 성수이로 126,서울 성동구,,백반/가정식,성수,20050922,,2.453041053,-0.0267857143,1.076433121,8.383774136,660.9098214,0.0148386313,0.0130270005,0.103059664,0.3262838483997655,-1.149673121731959,Cluster 1,292.0
5424DBE00D,DS*******,서울 성동구 성수이로 22.,서울 성동구,,농산물,성수,20150130,,0.945905303,-0.0325945241,1.375609756,101.415592,656.9650587,-0.000356881052,0.020954284,0.0021392626,-2.116720947843297,0.9851929838045168,Cluster 2,25.0
2D7EEFFB71,뚝도**,서울 성동구 성수이로 31.,서울 성동구,,일식당,성수,20160511,,2.23723688,-0.0300429185,1.971830986,14.75104894,658.6978541,-0.0419632166,0.0282354278,0.21028052,-0.7940863612641653,1.2294055670317503,Cluster 1,114.0
FCA7A6787B,로스*****,서울 성동구 성수이로 45.,서울 성동구,,카페,성수,20210204,,2.501409907,-0.029375765,1.32183908,21.42244416,659.150918,0.00854920885,0.0110666925,0.010269916,0.0710204637751795,0.5446508717944185,Cluster 2,303.0
103A5AE48B,성수*****,서울 성동구 성수이로 45.,서울 성동구,,베이커리,성수,20230526,,2.410157868,-0.0311804009,1.510695187,39.63596951,657.9253898,0.011986687,0.00622588799,0.027397212,-0.2102997759162733,2.415711494933904,Cluster 1,62.0
7A3D6D3CF9,로스*****,서울 성동구 성수이로 45.,서울 성동구,,식품 제조,성수,20200123,,2.552637351,-0.0292275574,1.239130435,41.34714249,659.2515658,-0.00633619599,0.0194550051,0.0075711515,-0.4400021886261763,0.5371718763342609,Cluster 1,19.0
2DCB06D5D5,김가***********,서울 성동구 성수이로 51.,서울 성동구,분식1,분식,성수,20111108,,1.064565485,-0.0321469575,0.887434555,10.16942147,657.2690011,0.0038030748,0.0100252535,0.010198883,-0.2256867907544785,-0.2168195082437204,Cluster 1,104.0
D413A3CF88,성수**,서울 성동구 성수이로 69.,서울 성동구,,호프/맥주,성수,20160704,,0.931161539,-0.0300429185,0.286738351,10.62081847,658.6978541,-0.0419632166,0.0282354278,0.0026237185,-0.2889205583784709,-2.162927816277209,Cluster 2,65.0
5D4EDA13E3,건너*,서울 성동구 성수이로 75.,서울 성동구,,한식-육류/고기,성수,20161102,,1.495979315,-0.0304347826,0.686725664,10.6063622,658.4317391,0.0186370456,0.0270532022,0.055084623,-0.5735804855559945,-0.8340876585261209,Cluster 1,358.0
71CEE18F61,예빈*,서울 성동구 성수이로 87.,서울 성동구,,식료품,성수,20120907,,2.707158606,-0.0307354555,0.425665102,23.39444417,658.2275521,0.0473697543,0.0201323539,0.0051165926,-0.6996834026797601,-0.5903793519478224,Cluster 1,122.0
BDD7EBEC25,전광***,서울 성동구 성수일로 10.,서울 성동구,카페8,카페,성수,20040525,,2.401641811,-0.0259615385,1.523741007,98.55264912,661.4695192,-0.00548096438,0.0184036441,0.0005829889,0.8338690454721375,1.709288427665698,Cluster 2,303.0
D9D5B30E21,뺑드**,서울 성동구 성수일로 20.,서울 성동구,,베이커리,성수,20180129,,2.46991786,-0.0319693095,0.931034483,14.06346958,657.3896419,-0.0253888241,0.0195926006,0.0077424557,-0.437628882010885,0.6992153958556943,Cluster 1,62.0
6E35613130,토*,서울 성동구 성수일로 33.,서울 성동구,,베이커리,성수,20180109,,2.208706442,-0.0267857143,1.474895397,24.25387921,660.9098214,0.0148386313,0.0130270005,0.008100279,0.2879235692901873,1.322158806164243,Cluster 1,62.0
A462C0C36E,룻의***,서울 성동구 성수일로 47.,서울 성동구,,식료품,성수,20231030,,2.645554516,-0.0261121857,1.327659574,33.3926871,661.3672147,-0.00670952194,0.0158213345,0.0017094665,0.7669270785586341,0.980790136671881,Cluster 1,122.0
431B6E7893,라이*,서울 성동구 성수일로 77.,서울 성동구,,중식당,뚝섬,20140212,,0.452974449,-0.0288713911,0.807692308,14.25032935,659.4934383,0.0412211385,0.0258745719,0.020761816,-0.0634567424925686,0.8612458664175389,Cluster 1,85.0
16CBDF3A48,강남**,서울 성동구 성수일로 77.,서울 성동구,백반/가정식1,백반/가정식,뚝섬,20130711,,0.568402081,-0.0240700219,0.28,20.47734028,662.7540481,-0.0497291698,0.0270830234,0.0024304641,0.3934707572890256,-1.3777765034600022,Cluster 1,292.0
FDC6438DD6,이화***************,서울 성동구 성수일로 77.,서울 성동구,,한식-국밥/설렁탕,뚝섬,20160802,,0.105457093,-0.0207156309,0.72392638,13.66981446,665.0320151,0.000839122717,0.029740241,0.0036820231,0.4285211283699934,-1.5982396353116035,Cluster 1,53.0
1F0AAE3EBE,윤*,서울 성동구 성수일로 99.,서울 성동구,,일식-덮밥/돈가스,뚝섬,20191211,,0.866921447,-0.0256410256,1.086956522,16.92940496,661.6871795,0.0070418238,0.00622245098,0.004487756,0.906763822395661,0.2196629387467854,Cluster 1,28.0
F789DAA8C6,곱창**,서울 성동구 송정12길 15.,서울 성동구,,한식-육류/고기,성수,20150921,,1.570693965,-0.0310945274,1.485952133,8.896498281,657.9837065,0.00810355673,0.0174033325,0.032808367,-0.2516333896951023,0.1189692835875992,Cluster 1,358.0
B2AFB01CC4,종가***,서울 성동구 아차산로 20.,서울 성동구,,한식-단품요리일반,뚝섬,20130522,,0.174317929,-0.026128266,1.068637804,26.00414492,661.3562945,-0.0083180074,0.00849288159,0.012681656,0.7996537958074642,0.4044234313802068,Cluster 1,242.0
82090124F0,백억******,서울 성동구 아차산로 49.,서울 성동구,,카페,뚝섬,20160518,,1.341482616,-0.0303867403,1.016528926,10.13904353,658.4643646,-0.0231720048,0.0165771446,0.008702042,-0.4541557805760441,-0.538883285569082,Cluster 2,303.0
314D6B5043,하남********,서울 성동구 아차산로 85.,서울 성동구,한식-육류/고기30,한식-육류/고기,성수,20160517,,1.542843936,-0.0325945241,0.360706861,12.26084729,656.9650587,-0.000356881052,0.020954284,0.0017436517,-0.8382643855973881,-1.1075529230035122,Cluster 1,358.0
AD57E72BC9,하루*******************,서울 성동구 아차산로 92.,서울 성동구,,카페,성수,20161012,20250801.0,2.340144981,-0.0264187867,0.256676558,27.86126036,661.159002,-0.0284195461,0.0133246974,0.0017552259,0.31513411335585,-2.052075460452404,Cluster 2,303.0
C5BB2467D5,황금**,서울 성동구 아차산로 96.,서울 성동구,,일식당,성수,20090813,,2.213233047,-0.0309734513,0.788104089,10.02089935,658.0659292,-0.0377514013,0.016329626,0.04007912,-0.9512000743927894,1.2947144536203377,Cluster 1,114.0
3530EB5DBA,청춘****,서울 성동구 아차산로 96.,서울 성동구,,한식-육류/고기,성수,20130319,,1.530895652,-0.0318181818,0.72815534,20.21636024,657.4922727,-0.00172991071,0.0102893744,0.00587632,-0.3984473563849471,0.0214366100040358,Cluster 1,358.0
7871F0B0DE,장*,서울 성동구 연무장17길 6,서울 성동구,,한식-단품요리일반,성수,20080508,,2.385278639,-0.0267857143,0.759825328,27.97815366,660.9098214,0.0148386313,0.0130270005,0.0132872285,0.3992086448362867,-0.733230918245508,Cluster 1,242.0
297AE548DB,문츠***,서울 성동구 연무장5길 6.,서울 성동구,,한식-단품요리일반,성수,20170811,,2.426853044,-0.0315151515,0.280141844,8.79062309,657.6980606,0.0054531886,0.00966161871,0.10280323,-0.6726972002666695,-2.2234406886304514,Cluster 1,242.0
A62225962A,에이***,서울 성동구 연무장길 39.,서울 성동구,,피자,성수,20220711,,2.124835376,-0.0270541082,0.789473684,19.40315751,660.7275551,0.0121771783,0.00833883986,0.0058875456,0.6681384690074454,0.0793243705265518,Cluster 1,42.0
FE3AAF5CCD,세계*********,서울 성동구 연무장길 77.,서울 성동구,,식료품,성수,20220428,,2.66372293,-0.0264187867,0.452276065,13.22312531,661.159002,-0.0284195461,0.0133246974,0.0025757477,0.4772512301913472,-1.5706160967318905,Cluster 1,122.0
25FA6C0D0D,플라*******,서울 성동구 연무장길 84.,서울 성동구,,피자,성수,20220128,,2.224254312,-0.0309734513,1.105882353,21.51189128,658.0659292,-0.0377514013,0.016329626,0.005093297,-0.3802718157394947,0.0647523106037072,Cluster 1,42.0
74D5125FD6,베스****,서울 성동구 왕십리로 102,서울 성동구,,담배,뚝섬,20100920,,-0.645497224,-0.0240700219,1.162790698,29.46267498,662.7540481,-0.0497291698,0.0270830234,0.013573413,,,,
6A4747F757,에이********,서울 성동구 왕십리로 104,서울 성동구,,호프/맥주,뚝섬,19990917,,-0.388740792,-0.0235546039,1.729537367,92.57353326,663.1040685,-0.0166162825,0.0342221809,5.11e-05,0.8872571186508428,3.893427750984772,Cluster 2,65.0
3A286DF61F,짱호***,서울 성동구 왕십리로 275,서울 성동구,,치킨,한양대,20060821,,0.449057966,-0.0384615385,1.414686825,45.40741021,652.9807692,-0.0261258349,0.06309472,0.010333306,-3.111920608695637,2.0853293154952905,Cluster 2,26.0
972280B725,전주*,서울 성동구 왕십리로 294,서울 성동구,,백반/가정식,왕십리,20050615,,1.371449961,-0.0167664671,1.111470113,16.24972448,667.7138922,0.00163675391,0.00629632224,0.0019222274,1.962248777848013,-0.0009602194732854,Cluster 1,292.0
3842954B95,은좌**,서울 성동구 왕십리로 330,서울 성동구,,백반/가정식,왕십리,20010630,,1.43483661,-0.0210803689,0.551724138,18.46284997,664.7843215,0.00849571677,0.0195293619,0.0029806502,0.998191878545873,-1.0117446564321808,Cluster 1,292.0
84C667217B,시골****,서울 성동구 왕십리로 355,서울 성동구,,한식-해물/생선,왕십리,20130104,,1.706824251,-0.025682183,1.009803922,20.4081133,661.6592295,-0.0280551262,0.0143118193,0.0036248614,0.2292508489640217,0.3343981829750054,Cluster 2,104.0
AA429ED22A,라빠*****,서울 성동구 왕십리로 357,서울 성동구,,호프/맥주,한양대,20150902,,0.739398933,-0.0401069519,0.848275862,40.70597945,651.863369,0.110693665,0.0628809023,0.011568292,-3.0208519951575075,1.1713266323976683,Cluster 1,19.0
86EC52846C,팜티*****,서울 성동구 왕십리로 58.,서울 성동구,,동남아/인도음식,뚝섬,20130603,,1.506993045,-0.0265060241,0.658536585,6.279111856,661.099759,0.0133891763,0.0128616315,0.005443468,0.9429553570482622,-1.1493460119999417,Cluster 1,32.0
BBC08E8D52,베트*********,서울 성동구 왕십리로 78.,서울 성동구,동남아/인도음식6,동남아/인도음식,뚝섬,20210113,,1.401826052,-0.0240700219,1.037037037,9.548867367,662.7540481,-0.0497291698,0.0270830234,0.011398951,-0.0340320138995956,-0.1074669565796375,Cluster 1,32.0
5EF2C0673B,블레*,서울 성동구 왕십리로 88.,서울 성동구,,식료품,뚝섬,20160108,,-0.290834291,-0.0293333333,0.653919694,27.74850082,659.1797333,-0.0134266906,0.0376732572,0.051956683,-0.8704593528106203,-1.1910297952110906,Cluster 2,36.0
9DF1B9E016,파리********,서울 성동구 왕십리로 92.,서울 성동구,베이커리10,베이커리,뚝섬,20000131,,0.675736964,-0.0246636771,0.298994975,8.859252777,662.3508969,0.0432879028,0.0181797971,0.000996171,0.1310421096572778,-1.7352759453968194,Cluster 3,62.0
A9F6CC9185,술사*,서울 성동구 용답19길 13.,서울 성동구,,호프/맥주,답십리,20121218,,-0.516184161,-0.0225988701,1.131034483,21.91310104,663.7531073,0.0437688598,0.0293969294,0.021502582,0.2260602366031288,0.2906249714972699,Cluster 2,65.0
E8E65B04C4,북촌******,서울 성동구 용답19길 15.,서울 성동구,,한식-육류/고기,답십리,20180411,,-0.500290141,-0.0192307692,0.705774519,5.025355575,666.0403846,0.0303893637,0.0135187711,0.00011752922,0.9559951282327316,-1.904981884371416,Cluster 1,358.0
F2357E23BC,제*,서울 성동구 용답25길 15.,서울 성동구,,농산물,답십리,20140103,,0.679150377,-0.0181818182,1.357142857,92.95204078,666.7527273,-0.00964236964,0.0148712617,0.00012431115,0.4982094919389455,1.8131192501666789,Cluster 3,7.0
4E0A2F790E,한가******,서울 성동구 용답29길 11.,서울 성동구,,한식-육류/고기,답십리,20081024,,-0.485271886,-0.0191082803,1.483568075,13.9045268,666.1235669,-0.0334192609,0.021247914,0.00039594944,0.8937506439883581,0.4034375042421431,Cluster 1,358.0
1E00B3CC15,럼프**,서울 성동구 용답29길 28.,서울 성동구,,한식-단품요리일반,답십리,20141029,20230504.0,-0.37748543,-0.0362318841,1.692493947,16.00690792,654.4949275,0.0167601189,0.0151078305,0.42917016,-1.2133118212934464,1.5166291263357,Cluster 2,64.0
0C5EE2823A,옥수****,서울 성동구 장터1가길 51,서울 성동구,,농산물,금남시장,20191218,,0.267544088,-0.0180505415,0.847583643,31.39606352,666.8418773,-0.00190928734,0.00244652605,0.0116351545,1.3495769297966,-0.233417332911836,Cluster 1,27.0
35F921EEEC,초가*,서울 성동구 장터5길 3-1.,서울 성동구,,한식-단품요리일반,금남시장,20130619,,-0.116307797,-0.0289256198,1.121893491,13.73991386,659.4566116,-0.0016501947,0.013427917,0.006662544,0.2075819315559244,0.2202147544613292,Cluster 1,242.0
278EA7FDDE,중화*****,서울 성동구 장터5길 4-1.,서울 성동구,,중식당,금남시장,20130910,,-0.149041805,-0.0263157895,1.2,14.62283495,661.2289474,-0.0187404602,0.0208595413,0.008938365,0.1790190548794636,-0.8825014450211965,Cluster 1,85.0
63DAE9B5FE,만리**,서울 성동구 장터길 13-1.,서울 성동구,,중식당,금남시장,20070207,,-0.238482434,-0.0272373541,0.766519824,10.66701273,660.6031128,0.03085542,0.0150067308,0.0036101337,0.4654062449224842,0.9137228033174022,Cluster 1,85.0
9C94746856,맛닭******,서울 성동구 장터길 22-1.,서울 성동구,치킨18,치킨,금남시장,20160518,,0.258590992,-0.0296610169,0.863874346,9.005840305,658.9572034,-0.0310549227,0.017813438,0.019236786,-0.2789594554404854,-1.177741913226831,Cluster 1,113.0
6B2F3998CD,사또**,서울 성동구 장터길 38-1.,서울 성동구,,백반/가정식,금남시장,20110622,,-0.292148825,-0.0268199234,1.382113821,30.58477983,660.88659,0.0100726753,0.0176677912,0.0030874235,0.0103020515600177,1.1653332685403384,Cluster 1,292.0
ACDE665CFC,지오****,서울 성동구 장터길 40-4.,서울 성동구,,치킨,왕십리,20220111,,2.428612221,-0.0210803689,1.406926407,17.76038831,664.7843215,0.00849571677,0.0195293619,0.007308712,1.4841435986956415,1.0059561755736388,Cluster 1,113.0
2AB52AC101,수구*,서울 성동구 장터길 44-1.,서울 성동구,,한식-육류/고기,금남시장,20121105,,-0.117331711,-0.0264150943,1.373451327,19.99284428,661.1615094,-0.00935990125,0.0203709579,0.018891359,-0.0466702978274699,0.739407013100112,Cluster 1,358.0
862A6A9582,일인**,서울 성동구 천호대로 276,서울 성동구,,한식-단품요리일반,답십리,20130212,,-0.411846487,-0.027027027,1.098654709,26.75332362,660.7459459,-0.0079491256,0.00611236107,0.0049232207,0.7515058971493976,0.6811745467934187,Cluster 1,242.0
DDF9F33035,또바***,서울 성동구 천호대로 294,서울 성동구,치킨16,치킨,답십리,20110615,,-0.561855927,-0.0217391304,0.800796813,7.16519438,664.3369565,0.0238464951,0.0224053191,0.001438749,0.6682126000771954,-0.1405964228738559,Cluster 1,113.0
9B0DD78098,장어**,서울 성동구 천호대로 296,서울 성동구,,한식-해물/생선,답십리,20220622,,0.163420413,-0.0264900662,0.634441088,9.857020753,661.110596,0.00275089149,0.00397820396,0.0018422419,0.420635552369031,-1.0080127088174746,Cluster 2,104.0
E653603CB6,파리*******,서울 성동구 천호대로 312,서울 성동구,베이커리10,베이커리,답십리,20090528,,-0.985911308,-0.0192307692,0.298994975,13.45106675,666.0403846,0.0303893637,0.0135187711,0.00040089723,1.1166732181216783,-2.375996969519752,Cluster 3,62.0
A7C2307794,콩물*****,서울 성동구 한림말1길 8.,서울 성동구,,한식-두부요리,옥수,20140508,,0.962746689,-0.0175438596,1.0,3.412630048,667.1859649,-0.0301010925,0.0183390067,4.55e-05,,,,
8194D2104C,달*,서울 성동구 한림말3길 14,서울 성동구,,청과물,옥수,20160627,,-1.024543528,-0.0170940171,0.8625,14.76343863,667.491453,0.0380486934,0.0206529217,0.0001288715,0.7414594682189828,-0.700812344721665,Cluster 1,22.0
EF6C8B42CB,프로****,서울 성동구 한림말5길 7.,서울 성동구,,요리주점,옥수,20151028,,-0.604164851,-0.0172413793,1.0,14.35058318,667.3913793,0.0105540897,0.0146974807,0.045885045,1.4843774348132128,-1.686990851232995,Cluster 1,71.0
869C372EFC,구*,서울 성동구 한림말길 40.,서울 성동구,,카페,옥수,20081007,,-0.530722778,-0.0170940171,1.29472693,27.52347318,667.491453,0.0,0.0152451576,0.010413546,1.613275756880021,1.274532217790615,Cluster 2,303.0
D756AE959B,소나***,서울 성동구 행당동 19-54,서울 성동구,,한식-단품요리일반,한양대,20140801,,0.610293506,-0.0388601036,0.781468531,14.83864406,652.7101036,-0.000852284257,0.0411617684,0.03507176,-2.065686810479272,-0.0884216568644136,Cluster 2,64.0
C506E14D73,국수*******,서울 성동구 행당로 108-1,서울 성동구,한식-국수/만두3,한식-국수/만두,행당,20110314,,-0.637331719,-0.032,0.688311688,12.56677207,657.3688,0.0310313901,0.0136235342,0.0058002383,-0.6289522766313727,-1.2531180407310738,Cluster 1,9.0
CFE1DBB894,명랑*****,서울 성동구 행당로17길 5,서울 성동구,,분식,왕십리,20120412,,2.16381492,-0.0248756219,1.119533528,19.62231836,662.2069652,-0.000356881052,0.020954284,0.00879647,0.7137382752437649,0.721681240072848,Cluster 1,104.0
15136D3E9D,우리*,서울 성동구 행당로17길 5,서울 성동구,,백반/가정식,왕십리,20050902,,1.427718404,-0.0208913649,1.110116383,13.28540888,664.9126741,-0.0146965068,0.0129959138,0.0014255173,1.244601281655611,-0.0832271617997869,Cluster 1,292.0
052D57B40B,명품********,서울 성동구 행당로6길 2.,서울 성동구,피자3,피자,행당,20120816,,-0.514072576,-0.031496063,1.125,12.08025669,657.7110236,-0.00958361416,0.0142620927,0.002629003,-0.0700431884418009,-0.2095517284837685,Cluster 1,42.0
F15C05A1D9,신사*******,서울 성동구 행당로8길 5.,서울 성동구,,이자카야,행당,20160719,,-1.215287241,-0.0354609929,0.805194805,17.54970387,655.0184397,-0.0106190604,0.0196170803,0.0002841181,-0.8957824479835156,-0.3206491310056378,Cluster 2,20.0
