가맹점구분번호,가맹점명,가맹점주소,가맹점지역,브랜드구분코드,업종,상권,개설일,폐업일,comp_intensity,market_churn_rate_4w,same_industry_sales_ratio,customer_fit_score,avg_survival_months,Δsales_4w,sales_volatility_4w,risk_score_xgb
E19118E99D,혜원****,서울 성동구 마조로7길 15.,서울 성동구,,한식-육류/고기,한양대,20200601,,0.565175553,-0.0420711974,0.721343874,7.012596174,650.5294498,0.0879825881,0.0576911987,0.0012391879
5C86E37148,아리**,서울 성동구 마조로9길 18.,서울 성동구,,한식-단품요리일반,한양대,20150923,,0.689556175,-0.0420711974,0.557759627,24.53900738,650.5294498,0.0879825881,0.0576911987,0.00087094976
7E27181707,뺑드*,서울 성동구 마조로9길 6-3,서울 성동구,,베이커리,한양대,20160704,20230105,0.0307292542,-0.0439189189,1.187878788,22.38364135,649.2746622,-0.000356881052,0.020954284,0.024628192
F3C5C230B0,페리****,서울 성동구 무수막길 89-2,서울 성동구,치킨37,치킨,신금호,20020416,,-0.41680516,-0.0260869565,1.167958656,9.662785966,661.3843478,-0.00244498778,0.013908258,0.0004627575
D87C249A76,특우*,서울 성동구 무학로12길 13,서울 성동구,,한식-육류/고기,마장동,19971006,,0.0340199034,-0.0185185185,0.36407767,9.757699142,666.5240741,0.137205387,0.0636351897,6.56E-05
C87781D0BD,왕십******,서울 성동구 무학로2가길 2,서울 성동구,,한식-육류/고기,왕십리,20090717,,2.179835615,-0.0220082531,1.411549038,17.95482344,664.1541953,0.0401748589,0.0166450828,0.007985421
8BFD98E420,회동****,서울 성동구 무학로2길 15.,서울 성동구,,한식-해물/생선,왕십리,20150910,,1.774236988,-0.0216216216,0.947826087,19.21469178,664.4167568,0.0167965673,0.0250000537,0.0022708522
98320C58CB,미친***,서울 성동구 무학로2길 35.,서울 성동구,호프/맥주1,호프/맥주,왕십리,20140418,,2.195054445,-0.0220082531,0.552447552,9.366581065,664.1541953,0.0401748589,0.0166450828,0.018635688
F701A56FBD,황*,서울 성동구 무학로2길 36.,서울 성동구,,룸살롱/단란주점,왕십리,20130215,,2.176767732,-0.0208877285,1.594936709,41.35630374,664.9151436,-0.011017148,0.0215633104,0.00017242502
60AF617267,시간*********,서울 성동구 무학로2길 36.,서울 성동구,,한식-단품요리일반,왕십리,20090108,,1.230050586,-0.025682183,0.857677903,11.46968301,661.6592295,-0.0280551262,0.0143118193,0.00908772
349995B62A,실내**,서울 성동구 무학로2길 41.,서울 성동구,,포장마차,왕십리,20151028,,1.7436255,-0.0185643564,1.098591549,29.54557255,666.4929455,0.0147240957,0.0127372935,0.00050209736
5746FB77CC,둘둘**,서울 성동구 무학로2길 45.,서울 성동구,치킨14,치킨,왕십리,19990116,,2.474396466,-0.0203045685,0.549586777,14.31417376,665.3111675,0.00965200497,0.00699784613,0.004146116
346EB91DC6,갈매*****,서울 성동구 무학로2나길 1,서울 성동구,,한식-육류/고기,왕십리,20080219,,2.177155082,-0.0216216216,0.686725664,14.34688397,664.4167568,0.0167965673,0.0250000537,0.0048612524
894B24DE7E,마산***,서울 성동구 무학로6길 18.,서울 성동구,,한식-해물/생선,왕십리,20160919,,1.706824251,-0.0236966825,0.993569132,18.5098623,663.0075829,0.00446104132,0.0125512486,0.004398684
2E5E8F46A2,커피****************,서울 성동구 무학로6길 26.,서울 성동구,,커피전문점,왕십리,20160708,,1.296584774,-0.0220082531,1.472275335,13.68290563,664.1541953,0.0401748589,0.0166450828,0.003397568
A92168F09C,열혈**,서울 성동구 무학로6길 36.,서울 성동구,분식15,분식,왕십리,20150202,,2.173633003,-0.0210803689,1.234567901,10.49686337,664.7843215,0.00849571677,0.0195293619,0.011101783
4E5DEDBDDC,바리*******,서울 성동구 무학로6길 50.,서울 성동구,,커피전문점,왕십리,20090904,,1.467516548,-0.0170316302,1.242582897,16.37254845,667.53382,-0.00475305234,0.00937488263,0.0026441377
C1C2E714D4,친구**,서울 성동구 무학로6길 50.,서울 성동구,,백반/가정식,왕십리,20110309,,1.427666532,-0.0220082531,0.800858369,13.71813845,664.1541953,0.0401748589,0.0166450828,0.0033624265
F5D2297649,푸라******,서울 성동구 무학로6길 50.,서울 성동구,한식-육류/고기29,한식-육류/고기,왕십리,20240904,,2.25601659,-0.0170316302,1.358669834,3.212396066,667.53382,-0.00475305234,0.00937488263,0.00037368215
E530039112,리틀************************,서울 성동구 무학로6길 50.,서울 성동구,,동남아/인도음식,왕십리,20130110,,0.514650235,-0.026272578,1.4375,9.102324837,661.2582923,0.0167646591,0.0117558627,0.07269783
80652DABB6,종가**,서울 성동구 무학봉15길 20,서울 성동구,,떡/한과 제조,왕십리,20080711,,1.558387445,-0.0203045685,1,21.47410769,665.3111675,0.00965200497,0.00699784613,0.0054797633
4F294B4053,페리**,서울 성동구 무학봉15길 23,서울 성동구,치킨37,치킨,왕십리,20080114,,2.414648804,-0.0208913649,1.125581395,12.17019413,664.9126741,-0.0146965068,0.0129959138,0.001932431
7AA4E7D85E,무학**,서울 성동구 무학봉15길 25,서울 성동구,,청과물,왕십리,20100722,,1.77087549,-0.0217948718,1.113402062,15.79099854,664.2991026,0.00705030785,0.00488688522,0.009066704
B0A495C967,교촌*********,서울 성동구 무학봉15길 8.,서울 성동구,치킨6,치킨,왕십리,20121129,,2.327318924,-0.025682183,0.57591623,5.090734123,661.6592295,-0.0280551262,0.0143118193,0.013361973
B1EF04652A,명*,서울 성동구 무학봉16길 1.,서울 성동구,,한식-육류/고기,왕십리,20140514,,2.087037038,-0.0236966825,1.485952133,22.9884952,663.0075829,0.00446104132,0.0125512486,0.009375724
ECFD290D4E,한우***,서울 성동구 무학봉16길 11,서울 성동구,,축산물,왕십리,19990922,,-0.177829932,-0.0222222222,0.234636872,26.63150149,664.0088889,0.0132772166,0.0129746333,0.015915927
C537E1C417,섬김**,서울 성동구 무학봉16길 24,서울 성동구,,떡/한과 제조,왕십리,20090701,,1.558387445,-0.0208877285,0.802325581,32.62642709,664.9151436,-0.011017148,0.0215633104,0.0011996764
84590CFA26,요거**************,서울 성동구 무학봉16길 28,서울 성동구,,아이스크림/빙수,왕십리,20230629,,1.505893932,-0.0219619327,1.52173913,19.62820607,664.1856515,-0.0159564269,0.00997510846,0.0031753154
D58C9C52D1,호야****,서울 성동구 무학봉26길 9.,서울 성동구,,한식-육류/고기,왕십리,20160616,,2.293365259,-0.0166865316,1.416129032,36.23386871,667.7681764,-0.0108013236,0.00600089303,0.005371812
1C943E0E39,우리***,서울 성동구 무학봉길 58-1,서울 성동구,,축산물,왕십리,20080731,,-0.128591108,-0.0166865316,0.982578397,14.88009483,667.7681764,-0.0108013236,0.00600089303,0.09767572
151C15F277,할매**,서울 성동구 사근동11길 3.,서울 성동구,,한식-육류/고기,한양대,20170118,,0.536025151,-0.0442477876,1.411549038,12.50193702,649.0513274,0.111989271,0.0524456285,0.007516672
63135A8618,복고*********,서울 성동구 사근동12길 4.,서울 성동구,커피전문점3,커피전문점,한양대,20050610,,0.316686158,-0.0439189189,1.180327869,12.07940279,649.2746622,-0.000356881052,0.020954284,0.048037816
77B5670808,앨*,서울 성동구 사근동12길 8.,서울 성동구,,카페,한양대,20160629,,0.0109624933,-0.0395136778,0.773928897,16.1559664,652.2662614,-0.00697377597,0.00868816225,0.013649567
3291FF9C92,아트***,서울 성동구 살곶이길 150.,서울 성동구,,식료품,한양대,20200611,,-0.191494997,-0.0371352785,1.30472103,102.0328999,653.8814324,0.0219783396,0.0783534834,0.0013770504
D3E9FFD90F,카페**,서울 성동구 살곶이길 152.,서울 성동구,,카페,한양대,20150309,,-0.0850380583,-0.0388601036,1.293550778,27.73118907,652.7101036,-0.000852284257,0.0411617684,0.036010142
0C8815C811,변산******,서울 성동구 살곶이길 18 .,서울 성동구,,한식-육류/고기,마장동,20230918,,-0.0148842488,-0.0142857143,0.684385382,15.78853762,669.3985714,0.0358813126,0.0202143023,0.0011775296
F1D42A1E4A,커농**,서울 성동구 살곶이길 346.,서울 성동구,,카페,한양대,20141008,,0.0160699446,-0.0384615385,1.044056525,32.18692001,652.9807692,-0.0261258349,0.06309472,0.036547422
0B0F5967E0,제주******,서울 성동구 상원10길 4-1.,서울 성동구,,백반/가정식,뚝섬,20160516,,0.356772856,-0.0293333333,0.84592145,17.24592233,659.1797333,-0.0134266906,0.0376732572,0.031244365
CDDFB5390C,숙도**,서울 성동구 상원10길 8-1.,서울 성동구,반찬1,반찬,뚝섬,20151030,,1.158648244,-0.0224489796,1.466666667,43.26063105,663.854898,-0.00456306956,0.0166249506,0.00025758095
98C81699B7,잇쇼*,서울 성동구 상원10길 8-1.,서울 성동구,,일식-초밥/롤,뚝섬,20140219,,-0.577350269,-0.0227272727,1.25,24.54601268,663.6659091,0.0374938808,0.0292653329,0.07895553
E6AD1272C7,비비*,서울 성동구 상원10나길 23,서울 성동구,치킨2,치킨,뚝섬,20060626,,-0.141815838,-0.0293333333,1.162303665,15.32294315,659.1797333,-0.0134266906,0.0376732572,0.048258547
9F5EE1AC15,킴스**,서울 성동구 상원10다길 10,서울 성동구,,치킨,뚝섬,20010523,,-0.319330109,-0.0227272727,0.56587473,18.4952911,663.6659091,0.0374938808,0.0292653329,0.0067162355
DB4CA4D632,목로**,서울 성동구 서울숲2길 47.,서울 성동구,,카페,뚝섬,20200114,,1.473993011,-0.0207156309,0.776130467,36.87580864,665.0320151,0.000839122717,0.029740241,0.0010269313
1CE1551AF3,브릴*,서울 성동구 서울숲6길 14.,서울 성동구,,와인바,뚝섬,20210430,,0.946931342,-0.0228832952,1.051948052,25.53911693,663.5599542,-0.0168755963,0.00838488957,0.010438139
82917C822C,맛집***,서울 성동구 성덕정15길 2.,서울 성동구,,한식-단품요리일반,성수,20121011,,2.40550681,-0.0324675325,1.079136691,25.20008767,657.0512987,-0.0128037204,0.00911193082,0.013648154
208B37B8E4,대성*,서울 성동구 성덕정15길 3.,서울 성동구,,백반/가정식,성수,20090216,,2.627472226,-0.029375765,1.126368159,33.93193944,659.150918,0.00854920885,0.0110666925,0.0016539562
7416E78F80,미정******,서울 성동구 성덕정15길 8.,서울 성동구,,한식-해물/생선,성수,20150610,,1.92116993,-0.0287769784,1.302325581,21.20075369,659.557554,0.00705862541,0.00564802331,0.0026188316
8EAFB1D483,둘둘**,서울 성동구 성덕정17길 1.,서울 성동구,치킨14,치킨,성수,20160520,,1.171594669,-0.0264187867,1.093117409,24.84026796,661.159002,-0.0284195461,0.0133246974,0.0024690726
AA5A44BFF2,신성****,서울 성동구 성덕정17길 1.,서울 성동구,,한식-육류/고기,성수,20130903,,1.570693965,-0.0310945274,1.485952133,18.35793936,657.9837065,0.00810355673,0.0174033325,0.020170216
7E5AA284CE,동신**,서울 성동구 성덕정17길 11,서울 성동구,,백반/가정식,성수,20130531,,2.579766778,-0.0315151515,0.827586207,20.2571916,657.6980606,0.0054531886,0.00966161871,0.0019427781
2F255C75E1,장수**,서울 성동구 성덕정3길 12.,서울 성동구,,한식-국밥/설렁탕,성수,20090102,,2.530697954,-0.0321469575,1.416666667,35.31340895,657.2690011,0.0038030748,0.0100252535,0.0014647605
781D674024,성수**,서울 성동구 성덕정길 102.,서울 성동구,,백반/가정식,성수,20070719,,2.457548072,-0.0309734513,1.387645479,45.74677695,658.0659292,-0.0377514013,0.016329626,0.0017816543
1DFD18A8D0,맛닭*******,서울 성동구 성덕정길 109.,서울 성동구,치킨18,치킨,성수,20160518,,1.25611207,-0.0300429185,0.552173913,21.75366108,658.6978541,-0.0419632166,0.0282354278,0.009179579
4CFC31C924,한낮***,서울 성동구 성덕정길 109.,서울 성동구,,와인샵,성수,20210208,,1.414213562,-0.0270541082,1.066666667,35.97128758,660.7275551,0.0121771783,0.00833883986,0.0030393433
6ED6AC9EAE,대한**,서울 성동구 성덕정길 120.,서울 성동구,,한식-냉면,성수,20200813,,2.022599587,-0.0287769784,1.931818182,23.72800434,659.557554,0.00705862541,0.00564802331,0.013545159
6FA8198679,죠스***************,서울 성동구 성덕정길 120.,서울 성동구,,아이스크림/빙수,성수,20200618,,1.872314953,-0.0259615385,0.979919679,19.23227964,661.4695192,-0.00548096438,0.0184036441,0.0032989664
1A7712195D,삼삼*****,서울 성동구 성덕정길 122.,서울 성동구,한식-육류/고기11,한식-육류/고기,성수,20040816,,1.59040604,-0.0315151515,1.101419878,10.93094652,657.6980606,0.0054531886,0.00966161871,0.08092698
45B5488EF8,라일*,서울 성동구 성덕정길 128.,서울 성동구,,요리주점,성수,20161004,,2.416659403,-0.0315151515,1.629213483,70.55890303,657.6980606,0.0054531886,0.00966161871,0.037815433
9F081EE339,딤*,서울 성동구 성덕정길 133.,서울 성동구,,호프/맥주,성수,20040916,,0.845218735,-0.0310945274,1.13618677,62.65178293,657.9837065,0.00810355673,0.0174033325,0.009571673
408A79D8E5,꽃돼*,서울 성동구 성덕정길 142.,서울 성동구,,한식-육류/고기,성수,20140422,,1.495979315,-0.0304347826,1.373451327,58.96414018,658.4317391,0.0186370456,0.0270532022,0.014980416
91674C873A,악*,서울 성동구 성덕정길 150.,서울 성동구,,한식-단품요리일반,성수,20190228,,2.444024293,-0.0325960419,1.351052049,35.64038788,656.9640279,0.0186630988,0.00810630632,0.01312594
CA4D5857BC,매머************,서울 성동구 성수이로 108.,서울 성동구,,커피전문점,성수,20150817,,2.380202876,-0.0319693095,0.943902439,9.21870804,657.3896419,-0.0253888241,0.0195926006,0.008126715
D3B91AFDFF,전통*****,서울 성동구 성수이로 108.,서울 성동구,,한식-국밥/설렁탕,성수,20140625,,2.376213567,-0.0315151515,0.706766917,13.47898963,657.6980606,0.0054531886,0.00966161871,0.00887815
9DE5AC9FFD,빽다**********,서울 성동구 성수이로 113.,서울 성동구,커피전문점4,커피전문점,성수,20200407,,2.273687895,-0.0284552846,0.953488372,9.706681754,659.7760163,0.000913111776,0.00360941037,0.008481521
0D87E5D527,롯데*******,서울 성동구 성수이로 118.,서울 성동구,햄버거1,햄버거,성수,20171229,,1.239203993,-0.0264187867,0.360465116,10.74775584,661.159002,-0.0284195461,0.0133246974,0.00607756
16F5C2A5B3,이디**********,서울 성동구 성수이로 118.,서울 성동구,커피전문점6,커피전문점,성수,20101015,,2.305039598,-0.0307354555,0.883365201,4.716451334,658.2275521,0.0473697543,0.0201323539,0.0006382616
88187168C9,제주**,서울 성동구 성수이로 118.,서울 성동구,,한식-국수/만두,성수,20080509,,2.419782203,-0.0307354555,0.636871508,14.07650519,658.2275521,0.0473697543,0.0201323539,0.012341406
13DF93045E,원산**,서울 성동구 성수이로 118.,서울 성동구,,한식-육류/고기,성수,20140829,,1.503335602,-0.0267857143,0.656832298,17.27350627,660.9098214,0.0148386313,0.0130270005,0.032461274
385823BD41,담미*,서울 성동구 성수이로 118.,서울 성동구,,한식-단품요리일반,성수,20160323,,2.421947297,-0.0307354555,0.258503401,11.47123578,658.2275521,0.0473697543,0.0201323539,0.0021151952
A4554B2296,라온***,서울 성동구 성수이로 119.,서울 성동구,,한식-육류/고기,성수,20160830,,1.438212112,-0.0259615385,0.354032258,16.29194183,661.4695192,-0.00548096438,0.0184036441,0.016531859
4E6576A551,도*,서울 성동구 성수이로 126.,서울 성동구,,일식당,성수,20210803,,2.23723688,-0.0300429185,1.183098592,14.38216839,658.6978541,-0.0419632166,0.0282354278,0.0421354
C7B69482A3,스텀********,서울 성동구 성수이로 147.,서울 성동구,,카페,성수,20120927,,2.340144981,-0.0264187867,0.770029674,8.712752923,661.159002,-0.0284195461,0.0133246974,0.051253412
F9F46CA809,돈랑**,서울 성동구 성수이로 32-1,서울 성동구,,식료품,성수,20110915,,2.663895918,-0.0325960419,1.092057762,13.06043779,656.9640279,0.0186630988,0.00810630632,0.0014415303
6E89CF4713,니드**,서울 성동구 송정12나길 20,서울 성동구,,한식-단품요리일반,성수,20201020,,2.40550681,-0.0324675325,0.809352518,32.10131156,657.0512987,-0.0128037204,0.00911193082,0.025755443
EABC01A262,쭈꾸***,서울 성동구 아차산로 110.,서울 성동구,,한식-단품요리일반,성수,20160114,,2.436878167,-0.0310945274,0.282082324,11.22285496,657.9837065,0.00810355673,0.0174033325,0.01873974
DD91730DEC,전통*****,서울 성동구 아차산로 116.,서울 성동구,,요리주점,성수,20160323,,2.450525687,-0.0300429185,0.635514019,16.90566688,658.6978541,-0.0419632166,0.0282354278,0.009615381
11B32F0E92,원*,서울 성동구 아차산로 116.,서울 성동구,,호프/맥주,성수,20110704,,0.864957243,-0.0292275574,0.281786942,12.65181853,659.2515658,-0.00633619599,0.0194550051,0.006855183
294C67ABA5,우야*,서울 성동구 아차산로 116.,서울 성동구,,한식-단품요리일반,성수,20080908,,2.374913585,-0.0259615385,0.776715899,11.26636382,661.4695192,-0.00548096438,0.0184036441,0.008910179
D89DEC9B29,맘스*******,서울 성동구 아차산로 122.,서울 성동구,햄버거2,햄버거,성수,20210312,,1.699673171,-0.0325960419,0.365079365,15.56628342,656.9640279,0.0186630988,0.00810630632,0.012035797
11E4EE3E27,업.************,서울 성동구 연무장13길 3.,서울 성동구,,한식-단품요리일반,성수,20180109,,2.402947833,-0.0325945241,0.532687651,21.77074032,656.9650587,-0.000356881052,0.020954284,0.060263403
B0177B88BD,행운**,서울 성동구 연무장13길 5.,서울 성동구,,한식뷔페,성수,20160825,,2,-0.029375765,0.972972973,20.39326924,659.150918,0.00854920885,0.0110666925,0.0026039009
7A2D621B50,쓰윗********,서울 성동구 연무장3길 12.,서울 성동구,,아이스크림/빙수,성수,20240530,,1.856599013,-0.0264187867,0.800904977,24.00237017,661.159002,-0.0284195461,0.0133246974,0.00525545
1D3FAC9886,제이***,서울 성동구 연무장7길 12.,서울 성동구,,요리주점,성수,20130829,,2.416659403,-0.0315151515,1.303370787,26.65464555,657.6980606,0.0054531886,0.00966161871,0.01115508
4281813D4D,돼지*,서울 성동구 연무장7길 12.,서울 성동구,,한식-육류/고기,성수,19990309,,1.438212112,-0.0259615385,1.062096774,12.69224479,661.4695192,-0.00548096438,0.0184036441,0.01750909
F666E3264F,유진**,서울 성동구 연무장7길 16.,서울 성동구,일식당3,일식당,성수,20100421,,2.151132764,-0.0264187867,1.11965812,23.64176083,661.159002,-0.0284195461,0.0133246974,0.006025615
3298DAD0FE,웰컴***,서울 성동구 연무장7길 16.,서울 성동구,,중식당,성수,20140702,,2.764237793,-0.0259615385,1.173387097,22.49117774,661.4695192,-0.00548096438,0.0184036441,0.005066419
B1640E51DF,여기****,서울 성동구 연무장길 119.,서울 성동구,,한식-단품요리일반,성수,20160817,,2.405665158,-0.0287769784,1.303339518,12.99226596,659.557554,0.00705862541,0.00564802331,0.062847726
310CE87EE4,요리*,서울 성동구 연무장길 120.,서울 성동구,,중식당,성수,20091231,,2.780680544,-0.0319693095,0.399014778,16.21072768,657.3896419,-0.0253888241,0.0195926006,0.015868504
57E5E99129,우리***,서울 성동구 연무장길 17-1,서울 성동구,,농산물,성수,20121227,,1.066761494,-0.0315151515,1.101321586,10.61243862,657.6980606,0.0054531886,0.00966161871,0.0051510637
F653A2F32F,봄의******,서울 성동구 연무장길 81 .,서울 성동구,,양식,성수,20200511,,2.231425694,-0.0300429185,0.325167038,33.97375482,658.6978541,-0.0419632166,0.0282354278,0.042588037
1F01798D03,리김*******,서울 성동구 왕십리로 100.,서울 성동구,분식9,분식,뚝섬,20190417,20250814,0.247676643,-0.0210325048,0.898706897,10.75058229,664.816826,-0.057431289,0.026290992,0.02025348
53A8784B97,메가***********,서울 성동구 왕십리로 206.,서울 성동구,커피전문점2,커피전문점,한양대,20240819,,0.194466772,-0.0394736842,0.301204819,23.16854451,652.2934211,-0.0531005096,0.0545229317,0.0008563946
C3E5582C1B,빨강**,서울 성동구 왕십리로 211.,서울 성동구,,분식,한양대,20121120,,0.377365954,-0.0408719346,1.477272727,59.42077816,651.3438692,0.0350338576,0.0168461525,0.021600137
03803D77FE,엄마*,서울 성동구 왕십리로 213.,서울 성동구,,백반/가정식,한양대,20150612,,-0.408058765,-0.0439189189,1.099897013,30.87077738,649.2746622,-0.000356881052,0.020954284,0.005933392
6EFA1D03C5,본초***,서울 성동구 왕십리로 215.,서울 성동구,,일식-덮밥/돈가스,한양대,20130319,,0.0940720868,-0.0439189189,1.194805195,9.715065541,649.2746622,-0.000356881052,0.020954284,0.0041935532
43B9C1697C,카페*,서울 성동구 왕십리로 222.,서울 성동구,,카페,한양대,20150813,,0.0648309372,-0.0428571429,0.260869565,13.79374971,649.9957143,-0.119091266,0.0674364835,6.89E-05
7439039EF1,나인***********,서울 성동구 왕십리로 285.,서울 성동구,,카페,왕십리,20121030,,0.41092273,-0.0222222222,0.521057786,23.79858964,664.0088889,0.0132772166,0.0129746333,0.010205976
F67809447B,똥파*,서울 성동구 왕십리로 327.,서울 성동구,,요리주점,왕십리,20061130,,1.102409625,-0.0170316302,0.929752066,32.44000163,667.53382,-0.00475305234,0.00937488263,0.0026847585
D0ACBE7CA2,재래**,서울 성동구 왕십리로 329.,서울 성동구,,농산물,왕십리,20221004,,2.325575535,-0.0203045685,0.422222222,33.04659106,665.3111675,0.00965200497,0.00699784613,0.005298287
D8C7681945,본죽*****,서울 성동구 왕십리로 330.,서울 성동구,한식-죽1,한식-죽,왕십리,20141015,,1.414213562,-0.0220082531,0.923076923,10.54871455,664.1541953,0.0401748589,0.0166450828,0.028438749
4DAE33EA04,경희****,서울 성동구 왕십리로 336.,서울 성동구,,건강식품,왕십리,20130401,,1.543487266,-0.0167664671,1.245283019,66.21284981,667.7138922,0.00163675391,0.00629632224,0.00012401788
2541119B6A,백남********,서울 성동구 왕십리로 340.,서울 성동구,,한식-단품요리일반,왕십리,20190813,,1.191176247,-0.0236966825,1.692493947,9.915032176,663.0075829,0.00446104132,0.0125512486,0.024960948
AC58EEAF8F,피자********,서울 성동구 왕십리로 357.,서울 성동구,피자8,피자,한양대,20150204,,0.925330636,-0.0424836601,0.555555556,19.60169735,650.2493464,0.0143403055,0.0743380082,0.003502037
E822E1A8E9,마시***,서울 성동구 왕십리로 362.,서울 성동구,,호프/맥주,한양대,20121025,,0.706627116,-0.0442477876,1.381118881,42.15078742,649.0513274,0.111989271,0.0524456285,0.25154322
17FCA23DD7,카페****,서울 성동구 왕십리로 410.,서울 성동구,,카페,왕십리,20140110,,0.436863523,-0.0216216216,1.005988024,15.09361898,664.4167568,0.0167965673,0.0250000537,0.007986158
B7C6FE8E60,희낭**,서울 성동구 왕십리로 410.,서울 성동구,,카페,왕십리,20240709,,0.600935612,-0.0167664671,1.293550778,26.02098798,667.7138922,0.00163675391,0.00629632224,0.0026803229
2D42F25855,희유****,서울 성동구 왕십리로 410.,서울 성동구,,탕후루,왕십리,20230829,,0.962746689,-0.0208877285,1,28.97017332,664.9151436,-0.011017148,0.0215633104,0.033626053
5B15CE4AD1,신의******,서울 성동구 왕십리로 410.,서울 성동구,한식-육류/고기16,한식-육류/고기,왕십리,20181114,,2.092362438,-0.025682183,1.144095341,9.488124239,661.6592295,-0.0280551262,0.0143118193,0.059953257
FBC1A0EE75,카츠*,서울 성동구 왕십리로 410.,서울 성동구,,일식-덮밥/돈가스,왕십리,20170308,,0.658504608,-0.0222222222,0.884615385,10.42604318,664.0088889,0.0132772166,0.0129746333,0.17607152
66CF03A8B9,헬키*******,서울 성동구 왕십리로 410.,서울 성동구,,한식-단품요리일반,왕십리,20231103,,1.227818722,-0.0220082531,0.775510204,18.0478003,664.1541953,0.0401748589,0.0166450828,0.0063624973
8894E49C2B,장수*****,서울 성동구 왕십리로4길 1,서울 성동구,,한식-육류/고기,뚝섬,20020506,,-0.029830817,-0.0303867403,1.065106816,21.80590665,658.4643646,-0.0231720048,0.0165771446,0.015545772
BDF140D87B,이천***,서울 성동구 용답15길 10-1,서울 성동구,,미곡상,답십리,20080218,,0.707106781,-0.0225988701,0.869565217,34.81918571,663.7531073,0.0437688598,0.0293969294,0.0025070356
022FF198C7,후루***,서울 성동구 용답19길 16-1,서울 성동구,,한식-국수/만두,답십리,20100409,,-0.16208818,-0.037593985,1.222929936,7.997895305,653.5699248,-0.000356881052,0.020954284,0.002134697
D140A43C4D,금성**,서울 성동구 용답25길 6-11,서울 성동구,,농산물,답십리,20150119,,0.679150377,-0.0177514793,0.844444444,23.89380249,667.0449704,0.0152027027,0.00920770526,0.0045163524
8452B8C46E,부흥**,서울 성동구 용답25라길 23,서울 성동구,,농산물,답십리,20070321,,0.530668631,-0.0277777778,0.879310345,23.39529178,660.2361111,0.00883838384,0.0122609006,0.007898379
515A6733F3,행복**********,서울 성동구 용답25라길 23,서울 성동구,,축산물,답십리,20090904,,-0.34649502,-0.0217391304,0.235738255,17.83963045,664.3369565,0.0238464951,0.0224053191,0.0142491385
622D27CE49,대광**,서울 성동구 용답중앙길 12,서울 성동구,,미곡상,답십리,20050411,,0.707106781,-0.0216216216,1.111111111,28.96818238,664.4167568,0.00809587868,0.016082078,0.0042189662
C42A4207F3,충북**,서울 성동구 용답중앙길 67,서울 성동구,,농산물,답십리,20110608,,0.850962943,-0.0222222222,0.862453532,30.7457844,664.0088889,-0.0166666667,0.0259395789,0.0033457533
56DDDE972B,오늘**,서울 성동구 용답중앙길 72,서울 성동구,,농산물,답십리,20170717,,0.572293089,-0.0193548387,1.296,15.87603184,665.956129,-0.024516129,0.0103211252,0.011504787
CA4136E334,와이************,서울 성동구 천호대로 440.,서울 성동구,,건강식품,장한평자동차,20221021,,-1.118033989,-0.0392156863,0.434782609,26.69686313,652.4686275,0.0142180095,0.0183130452,0.00011032697
74CE634D25,여러***,서울 성동구 청계천로 426.,서울 성동구,,포장마차,왕십리,20140917,,1.7436255,-0.0185643564,0.823943662,24.4533449,666.4929455,0.0147240957,0.0127372935,0.0006973376
216431492C,Mr*****,서울 성동구 청계천로 494.,서울 성동구,,한식-육류/고기,마장동,20130916,,0.0494272171,-0.018404908,0.714151828,21.59729554,666.601227,-0.00760627211,0.0621700871,0.0022244512
3C4FAA53F0,제주****,서울 성동구 한림말1길 13.,서울 성동구,,한식-육류/고기,옥수,20100906,,-0.870810679,-0.015625,0.729390681,10.6741105,668.4890625,-0.013362069,0.0249770689,8.36E-05
C534CA7692,오늘******,서울 성동구 한림말1길 16.,서울 성동구,,한식-육류/고기,옥수,20140514,,-0.88750974,-0.0181818182,1.442827443,22.00596139,666.7527273,-0.000356881052,0.020954284,0.0032003378
BE8BE0B9CF,오솜**,서울 성동구 한림말3길 10.,서울 성동구,,카페,옥수,20210623,20250730,-0.495583883,-0.0173913043,1.060190074,22.00307276,667.2895652,-0.00869565217,0.0212229113,0.39104143
645C99961F,더 ******,서울 성동구 한림말3길 29.,서울 성동구,,한식-단품요리일반,옥수,20150827,,-0.696174463,-0.0175438596,1.143570537,10.68996604,667.1859649,-0.0301010925,0.0183390067,0.00057582365
A43C78D6AE,개미**,서울 성동구 한림말3길 31.,서울 성동구,,백반/가정식,옥수,20150511,,-0.716103126,-0.0181818182,1.099897013,19.65636225,666.7527273,-0.000356881052,0.020954284,0.038529396
14575F7112,둘둘**,서울 성동구 한림말5길 11.,서울 성동구,치킨14,치킨,옥수,20141023,,-0.75840901,-0.0152671756,0.85620915,16.27830792,668.7320611,0.0129560894,0.018179669,0.0006524903
58C2DD4547,빈플**,서울 성동구 한림말5길 19.,서울 성동구,,카페,옥수,20140303,,-0.526515406,-0.0170940171,0.777777778,7.903733778,667.491453,-0.0174563591,0.0212652183,0.0010307614
1B1710772B,DA********,서울 성동구 한림말길 31 .,서울 성동구,,베이커리,옥수,20120521,,-0.461069446,-0.0151515152,0.295983087,40.70931615,668.8106061,0.00998927326,0.00935900477,0.00027677682
69BE861BE9,코스*,서울 성동구 행당로 125-3.,서울 성동구,,호프/맥주,왕십리,20010216,,2.195742503,-0.0216138329,1.11827957,22.01131048,664.4220461,0.0278615571,0.0127078518,0.007861384
